Symbol,Description,"Total revenue, Trailing 12 months","Total revenue, Trailing 12 months - Currency","Revenue growth %, TTM YoY","Gross profit, Trailing 12 months","Gross profit, Trailing 12 months - Currency","Operating income, Trailing 12 months","Operating income, Trailing 12 months - Currency","Net income, Trailing 12 months","Net income, Trailing 12 months - Currency","EBITDA, Trailing 12 months","EBITDA, Trailing 12 months - Currency","EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY"
NTES,"NetEase, Inc.",14772132301.8904,USD,3.9699439036244500,9251022201.360690,USD,4019132339.1331600,USD,3987237964.55803,USD,4366620890,USD,6.1364,USD,8.487880770114740
ROST,"Ross Stores, Inc.",21092936000,USD,9.805791576803560,5870707000,USD,2544511000,USD,2072148000.0000000,USD,2983800000,USD,6.2024,USD,31.562871203122300
TRV,"The Travelers Companies, Inc.",44073000000,USD,13.736774193548400,,,4909000000,USD,3684000000,USD,,,15.8103,USD,68.18215664790920
TTD,"The Trade Desk, Inc.",2174866000,USD,25.528536558759300,1766700000,USD,305492000,USD,253364000,USD,401522000,USD,0.5068,USD,95.97834493426140
CPRT,"Copart, Inc.",4165415000,USD,10.92052198018010,1859106000,USD,1603096000,USD,1388238000,USD,1786890000,USD,1.4263,USD,19.315710222519600
BK,The Bank of New York Mellon Corporation,37579000000,USD,39.08875564438520,,,4366000000,USD,3533000000,USD,,,4.3254,USD,
LEN,Lennar Corporation,35832655000,USD,6.458004433767680,8645348000,USD,5533597000,USD,4097791000,USD,5655468000,USD,14.7108,USD,0.36979927131805200
PCAR,PACCAR Inc.,35300900000,USD,8.421327436346320,6992400000,USD,5759700000,USD,4963700000,USD,6692900000,USD,9.4381,USD,35.69651920118470
KDP,Keurig Dr Pepper Inc.,15062000000,USD,3.398091576851790,8016000000,USD,3519000000,USD,2180000000,USD,4253000000,USD,1.5684,USD,38.79646017699120
CCI,Crown Castle Inc.,6608000000,USD,-7.58041958041958,3024000000,USD,2256000000,USD,1188000000,USD,4003000000,USD,2.7344,USD,-30.397597108384700
COIN,"Coinbase Global, Inc.",5379698000,USD,99.25641332396510,4612293000,USD,1240606000,USD,1482778000,USD,1368984000,USD,5.5584,USD,
ALL,Allstate Corporation (The),60302000000,USD,10.402782863420000,,,4228000000,USD,3033000000,USD,,,11.0001,USD,
KMB,Kimberly-Clark Corporation,20280000000,USD,-0.32438808611029200,7296000000,USD,3169000000,USD,2287000000,USD,3918000000,USD,6.7555,USD,39.26568813391610
AIG,"American International Group, Inc. New",42039000000,USD,-16.68186142381480,,,5903000000,USD,4043000000,USD,,,5.7276,USD,-3.2058540212597000
KMI,"Kinder Morgan, Inc.",15311000000,USD,-5.784259430188910,5389000000,USD,4274000000,USD,2433000000,USD,6573000000,USD,1.0949,USD,-1.4225263347438600
JCI,Johnson Controls International plc,26930000000,USD,1.1949496467758900,8877000000,USD,2548000000,USD,1621000000,USD,3462000000,USD,2.3927,USD,-20.070151995991300
D,"Dominion Energy, Inc.",14115000000,USD,-20.330755771293100,7689000000,USD,3648000000,USD,1644000000,USD,6536000000,USD,1.856,USD,-31.15982344868510
PAYX,"Paychex, Inc.",5278300000,USD,5.416308841445150,3799000000,USD,2174100000,USD,1690400000,USD,2350600000,USD,4.6685,USD,8.61776133640446
MNST,Monster Beverage Corporation,7385831000,USD,10.382796150173700,3968770000,USD,2022639000,USD,1687090000,USD,2099066000.0000000,USD,1.6063,USD,18.721359940872100
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,15812000000,USD,-3.337816358968090,5374000000,USD,2943000000,USD,3469000000,USD,3760000000,USD,11.1128,USD,71.56266403186460
COR,"Cencora, Inc.",283830824000,USD,11.557656886298800,8400759000,USD,2836168000,USD,1856303000,USD,3945931000,USD,9.212,USD,12.294902113757700
VLO,Valero Energy Corporation,140154000000,USD,-10.756652467095800,9429000000,USD,8365000000,USD,5932000000,USD,11128000000,USD,17.4964,USD,-39.733878940062500
IQV,"IQVIA Holdings, Inc.",15162000000,USD,3.4525109170305700,4180000000,USD,2105000000,USD,1423000000,USD,3251000000,USD,7.7105,USD,32.46233400333280
F,Ford Motor Company,180348000000,USD,6.2001307274215500,14532000000,USD,3936000000,USD,3836000000,USD,10261000000,USD,0.9508,USD,-7.084921332942450
STZ,"Constellation Brands, Inc.",10108500000,USD,5.242061426340450,5119600000,USD,3370400000,USD,2468500000,USD,3826400000,USD,13.4448,USD,
MPLX,MPLX LP,10986000000,USD,0.5491488193300390,4995000000,USD,4438000000,USD,4226000000,USD,5682000000,USD,4.128,USD,3.856894859989440
MCHP,Microchip Technology Incorporated,6587100000,USD,-24.83654164336980,3579300000,USD,1875600000,USD,1369800000,USD,2720900000,USD,2.503,USD,-42.08967655360700
RCL,Royal Caribbean Cruises Ltd.,15329453000,USD,27.69016246716530,5639875000,USD,3756859000,USD,2501076000,USD,5222848000,USD,8.9649,USD,
HES,Hess Corporation,12426000000,USD,6.368772470467390,5072000000,USD,4550000000,USD,2646000000,USD,6830000000,USD,8.5916,USD,65.04850638747480
FERG,Ferguson Enterprises Inc.,29527000000.2386,USD,-1.138380151827330,8668000000.06992,USD,2641000000.0211400,USD,1868000000.01477,USD,2967000000,USD,9.1434,USD,1.9331103678929700
HUM,Humana Inc.,112036000000,USD,13.480608141643100,,,3290000000,USD,1711000000,USD,,,14.0305,USD,-47.6407454677086
PRU,"Prudential Financial, Inc.",60294000000,USD,-6.313221560980160,,,3971000000,USD,2831000000,USD,,,7.8221,USD,161.5562094562960
KVUE,Kenvue Inc.,15474000000,USD,0.42183139723538200,8887000000,USD,2904000000,USD,1119000000,USD,3521000000,USD,0.5839,USD,-35.466401414677300
LNG,"Cheniere Energy, Inc.",16343000000,USD,-44.58309159491480,103000000,USD,-377000000,USD,4460000000,USD,990000000,USD,18.7711,USD,-44.72324962306820
EW,Edwards Lifesciences Corporation,5999100000,USD,6.0455003446995800,4590800000,USD,1632600000,USD,1473000000,USD,1784400000,USD,2.4297,USD,7.642211589580000
ACGL,Arch Capital Group Ltd.,15047000000,USD,29.162745230669700,,,4131000000,USD,5446000000,USD,,,14.2148,USD,138.73969197695700
ODFL,"Old Dominion Freight Line, Inc.",5969597000,USD,0.3179975915333290,2046485000,USD,1686212000,USD,1276451000,USD,2024020000,USD,5.8327,USD,1.3941764450239000
CNC,Centene Corporation,157745000000,USD,6.639941050411360,,,3573000000,USD,2823000000,USD,,,5.2708,USD,8.597919027505920
A,"Agilent Technologies, Inc.",6497000000,USD,-7.106090935087220,3762000000,USD,1519000000,USD,1413000000,USD,1769000000,USD,4.826,USD,26.560369243679800
NDAQ,"Nasdaq, Inc.",6565000000,USD,7.534807534807540,3836000000,USD,1861000000,USD,947000000,USD,2358000000,USD,1.7404,USD,-21.902625084137300
CPNG,"Coupang, Inc.",27181555000.000200,USD,23.180031909870000,7316787000.00004,USD,232484000.000001,USD,1051300000.00001,USD,577877000,USD,0.5804,USD,143.04857621440500
PCG,Pacific Gas & Electric Co.,24776000000,USD,11.287786911018300,4714000000,USD,4714000000,USD,2533000000,USD,8942000000,USD,1.1783,USD,26.87627866910740
PEG,Public Service Enterprise Group Incorporated,9841000000,USD,-7.9936424831712800,2114000000,USD,2114000000,USD,1651000000,USD,3456000000,USD,3.302,USD,-40.611510791366900
GIS,"General Mills, Inc.",19857200000,USD,-1.1794448149217200,6899200000,USD,3640200000,USD,2496600000,USD,4192900000.0000000,USD,4.3068,USD,-0.1159608516164920
HWM,Howmet Aerospace Inc.,7093000000,USD,14.458609004356900,1846000000,USD,1456000000,USD,933000000,USD,1728000000,USD,2.2553,USD,77.93293885601580
EA,Electronic Arts Inc.,7265000000,USD,-1.651550020305940,5596000000,USD,1453000000,USD,1151000000,USD,1787000000,USD,4.2559,USD,31.81057978196230
DDOG,"Datadog, Inc.",2393717000,USD,26.177293203437200,1951146000,USD,48126000,USD,163078000,USD,119929000,USD,0.46,USD,
HSY,The Hershey Company,11014327000,USD,1.4361435885723300,4880581000,USD,2474666000,USD,1845966000,USD,2912879000,USD,9.0068,USD,3.639606466831600
AME,"AMETEK, Inc.",6824736000,USD,6.293024057728460,2432860000,USD,1747857000,USD,1331860000,USD,2118239000,USD,5.7416,USD,7.460228336140750
FAST,Fastenal Company,7415800000,USD,2.4253473660948600,3208300000,USD,1517700000,USD,1152300000,USD,1692200000,USD,2.0086,USD,2.50574126052564
GEHC,GE HealthCare Technologies Inc.,19517000000,USD,2.516020590398150,7996000000,USD,2708000000,USD,1580000000,USD,3303000000,USD,3.446,USD,-4.790849312040670
JD,"JD.com, Inc.",152934750902.717,USD,-0.4180880704239850,23006811224.5374,USD,4688997696.86228,USD,4301673172.580830,USD,5899174850,USD,2.7499,USD,38.680720157345300
SYY,Sysco Corporation,78843896000,USD,3.3006639071833600,14519461000,USD,3395011000,USD,1955322000,USD,4359553000,USD,3.8896,USD,11.947042739962600
KR,Kroger Company (The),150143000000,USD,0.8862817825081980,30280000000,USD,4841000000,USD,2132000000,USD,8609000000,USD,2.9351,USD,-15.641077228178100
CTSH,Cognizant Technology Solutions Corporation,19265000000,USD,-0.6651541713932140,6110000000,USD,2976000000,USD,2195000000,USD,3642000000,USD,4.3863,USD,2.36644962542883
EXC,Exelon Corporation,22752000000,USD,14.371889609410300,5702000000,USD,4243000000,USD,2423000000,USD,7797000000,USD,2.4246,USD,13.72953703269380
CCEP,Coca-Cola Europacific Partners plc,20708968712.8411,USD,14.105293922526100,7316793265.27375,USD,2649008825.97826,USD,1742980731.98302,USD,3582113960,USD,3.7924,USD,9.350941437674810
IR,Ingersoll Rand Inc.,7035700000,USD,8.992750030982780,2691900000,USD,1371200000,USD,825300000,USD,1837700000,USD,2.0226,USD,17.6135372448683
CBRE,CBRE Group Inc,33144021000,USD,7.418597017560710,5761807000,USD,1195522000,USD,923704000,USD,1845845000,USD,2.9873,USD,13.116740505130800
NUE,Nucor Corporation,32694520000,USD,-12.716732713621500,6063049000,USD,4669655000,USD,3403030000,USD,5919379000,USD,13.8645,USD,-35.97907296755660
RMD,ResMed Inc.,4685297000,USD,10.947306803492200,2608780000,USD,1384120000,USD,1020951000,USD,1600328000,USD,6.9216,USD,13.65144001839020
LULU,lululemon athletica inc.,9827377000,USD,15.645492322937800,5730536000,USD,2250099000,USD,1581206000,USD,2641126000,USD,12.4791,USD,66.94001498287670
BKR,Baker Hughes Company,27033000000,USD,15.996567260244600,5560000000,USD,3038000000,USD,1991000000,USD,4146000000,USD,1.9756,USD,74.32277419924120
FANG,"Diamondback Energy, Inc.",9278000000,USD,11.635182288533300,5107000000,USD,4835000000,USD,3456000000,USD,6698000000,USD,19.3457,USD,0.3235960649888780
VICI,VICI Properties Inc.,3744667000,USD,13.569260966853000,3712074000,USD,3469957000,USD,2635416000,USD,3474679000,USD,2.5457,USD,17.25932749884850
ED,"Consolidated Edison, Inc.",14812000000,USD,-4.426377597109310,9399000000,USD,2530000000,USD,1783000000,USD,4617000000,USD,5.1418,USD,-26.039613929604000
XEL,Xcel Energy Inc.,13804000000,USD,-9.345242004334410,3431000000,USD,2770000000,USD,1855000000,USD,5505000000,USD,3.3466,USD,6.072900158478610
IRM,Iron Mountain Incorporated (Delaware),5819276000,USD,11.091371803601900,2457666000,USD,1149778000,USD,229369000,USD,1988632000,USD,0.7777,USD,-39.97839005942730
DFS,Discover Financial Services,22584000000,USD,23.81578947368420,,,3874000000,USD,2890000000,USD,,,11.2838,USD,
HIG,"Hartford Financial Services Group, Inc. (The)",25473000000,USD,8.142644873699850,,,3789000000,USD,2913000000,USD,,,9.5141,USD,52.85413620808760
XYL,Xylem Inc.,8397000000,USD,38.26774246665570,3094000000,USD,940000000,USD,765000000,USD,1503000000,USD,3.1552,USD,67.90123456790120
EL,"Estee Lauder Companies, Inc. (The)",15558000000,USD,-1.8360779859928100,11134000000,USD,1412000000,USD,390000000,USD,2219000000,USD,1.0798,USD,-61.24331502817560
EIX,Edison International,16822000000,USD,-2.049609875393040,4387000000,USD,3615000000,USD,1039000000,USD,6400000000,USD,2.4874,USD,0.6351903548165340
ON,ON Semiconductor Corporation,7796800000,USD,-6.62850436511262,3564400000,USD,2311300000,USD,1936600000,USD,2941500000,USD,4.3919,USD,0.6923905816539370
SMCI,"Super Micro Computer, Inc.",14942854000,USD,109.76895849529800,2140903000.0000000,USD,1265692000,USD,1208149000,USD,,,19.9028,USD,73.94359427028260
TRGP,"Targa Resources, Inc.",16329300000,USD,-3.548139397519200,2847700000,USD,2477400000,USD,1064700000,USD,3845200000,USD,4.7703,USD,28.63499083162550
LYB,LyondellBasell Industries NV,40881000000,USD,-5.044944603163540,4788000000,USD,3048000000,USD,2321000000,USD,4547000000,USD,7.1052,USD,10.471570502355500
QSR,Restaurant Brands International Inc.,7404886683.046590,USD,8.07882848104621,4202599202.18784,USD,2217864629.4038200,USD,1259136353.47806,USD,2419966632.1280000,USD,3.96200154,USD,20.193564956739400
BIDU,"Baidu, Inc.",18657525671.4256,USD,-0.7537501074709570,9608097501.90148,USD,3195323188.3326700,USD,2697944879.57712,USD,5257674980,USD,7.6426,USD,18.997275204359700
VRT,"Vertiv Holdings, LLC",7199900000,USD,12.658623980972900,2436100000,USD,1082300000,USD,498900000,USD,1356500000,USD,1.2857,USD,176.49462365591400
APP,Applovin Corporation,3955751000,USD,37.305933822426800,2773157000,USD,1190596000,USD,823976000,USD,1652712000,USD,2.36,USD,4222.344322344320
PPG,"PPG Industries, Inc.",18099000000,USD,1.083496230103320,7013000000,USD,2272000000,USD,1444000000,USD,2896000000,USD,6.1016,USD,9.431999569560770
LVS,Las Vegas Sands Corp.,11430000000,USD,68.48466981132080,4390000000,USD,2756000000,USD,1609000000,USD,4158000000,USD,2.132,USD,2840.6896551724100
BIIB,Biogen Inc.,9288000000,USD,-1.9094288611017200,6350400000,USD,1813200000,USD,1158600000,USD,2384700000,USD,7.9399,USD,-56.764718694866200
WEC,"WEC Energy Group, Inc.",8627100000,USD,-7.030551215043910,2753100000,USD,2491300000,USD,1369300000,USD,3806100000,USD,4.3307,USD,1.2176880287944700
BRO,"Brown & Brown, Inc.",4529900000,USD,13.465921899656800,4317600000,USD,1370600000,USD,981000000,USD,1582900000,USD,3.4741,USD,34.75427640510450
DXCM,"DexCom, Inc.",3934800000,USD,23.05479109332000,2469100000,USD,681500000,USD,666900000,USD,886800000,USD,1.6228,USD,89.33613347334030
TSCO,Tractor Supply Company,14713277000,USD,-0.323973167580544,4912927000,USD,1499723000,USD,1126267000,USD,1906818000,USD,10.3647,USD,3.5072651919908000
VST,Vistra Corp.,15077000000,USD,-11.639219363535100,4239000000,USD,2892000000,USD,648000000,USD,4994000000,USD,1.2746,USD,-65.1386685629889
ARES,Ares Management Corporation,3592234000,USD,-6.097832261187860,3242467000,USD,1176229000,USD,378201000,USD,1393659000,USD,1.9785,USD,22.25792498300690
WAB,Westinghouse Air Brake Technologies Corporation,10217000000,USD,13.673787271918100,2965000000,USD,1576000000,USD,1016000000,USD,2102000000,USD,5.7188,USD,52.51760187753360
EBAY,eBay Inc.,10197000000,USD,4.34916086778551,7338000000,USD,2357000000,USD,2691000000,USD,2705000000,USD,5.1288,USD,107.1489155458620
ADM,Archer-Daniels-Midland Company,88756000000,USD,-11.43706719351810,6261000000,USD,2744000000,USD,2601000000,USD,3848000000,USD,4.9885,USD,-33.41386582663710
FITB,Fifth Third Bancorp,13285000000,USD,18.81763706287450,,,2924000000,USD,2311000000,USD,,,3.1289,USD,
DVN,Devon Energy Corporation,15443000000,USD,-8.011675005956640,5084000000,USD,4646000000,USD,3502000000,USD,7437000000,USD,5.5167,USD,-24.48256036795710
GPN,Global Payments Inc.,9898458000,USD,6.6268344422994900,6199769000,USD,2414635000,USD,1411193000,USD,4389158000,USD,5.4554,USD,81.90730243414470
HAL,Halliburton Company,23180000000,USD,3.4175069153207800,4456000000,USD,4114000000,USD,2692000000,USD,5160000000,USD,3.011,USD,11.025073746312700
K,Kellanova,13505000000,USD,-14.918414918414900,4708000000,USD,1827000000,USD,907000000,USD,2148000000,USD,2.6315,USD,4.707146267706510
EQR,Equity Residential,2899340000,USD,3.496995762082630,272609000,USD,217563000,USD,957470000,USD,1797119000,USD,2.4759,USD,12.592087312414800
VLTO,Veralto Corp,5077000000,USD,2.6693629929221400,2945000000,USD,1151000000,USD,792000000,USD,1235000000,USD,3.1978,USD,-9.315713353940390
PHM,"PulteGroup, Inc.",16846000000,USD,-0.19898589941887200,4987390000,USD,3607165000,USD,2817226000,USD,3691676000,USD,13.1174,USD,8.489856007410540
DG,Dollar General Corporation,39262798000,USD,2.1501915517821200,10876527000,USD,2251546000,USD,1510211000,USD,3130718000,USD,6.8667,USD,-35.27415660436050
AWK,"American Water Works Company, Inc.",4359000000,USD,7.682806324110670,1869000000,USD,1551000000,USD,956000000,USD,2290000000,USD,4.9026,USD,2.3635528458679600
NTAP,"NetApp, Inc.",6261000000,USD,-1.510146295422370,4403000000,USD,1261000000,USD,986000000,USD,1513000000,USD,4.6501,USD,-19.69155311469180
KEYS,Keysight Technologies Inc.,5003000000,USD,-10.59685489635450,3379000000,USD,912000000,USD,913000000,USD,1164000000,USD,5.1941,USD,-17.495036136923200
DAL,"Delta Air Lines, Inc.",60117000000,USD,7.838986851310380,11196000000,USD,6189000000,USD,4487000000,USD,8628000000,USD,6.9548,USD,49.44667683778500
FTV,Fortive Corporation,6155100000,USD,3.04871923656454,3673000000,USD,1142900000,USD,885700000,USD,1646700000,USD,2.4928,USD,11.166607206564400
STT,State Street Corporation,19502000000,USD,24.621381557927000,,,2246000000,USD,1805000000,USD,,,5.3238,USD,
GFS,GlobalFoundries Inc.,6887000000,USD,-12.390281134715700,1842000000,USD,918000000,USD,814000000,USD,2480000000,USD,1.4627,USD,-45.91606581623220
ETR,Entergy Corporation,12068575000,USD,-9.382837020017720,3260279000,USD,2322459000,USD,1786266000,USD,4656587000,USD,8.3665,USD,27.561444166615900
HPE,Hewlett Packard Enterprise Company,28265000000,USD,-3.5686261130633500,9573000000,USD,2180000000,USD,1807000000,USD,4788000000,USD,1.3718,USD,77.53332470557780
FE,FirstEnergy Corp.,13200000000,USD,2.4129102335324700,3463000000,USD,2269000000,USD,873000000,USD,3466000000,USD,1.5189,USD,90.24298597194390
CHD,"Church & Dwight Company, Inc.",5998400000,USD,6.405548755609960,2603100000,USD,1113800000,USD,802400000,USD,1314400000,USD,3.247,USD,80.37886784067550
FSLR,"First Solar, Inc.",3764233000,USD,25.882165667931800,1716299000,USD,1340852000,USD,1203609000,USD,1692089000,USD,11.1958,USD,669.3650357339200
RJF,"Raymond James Financial, Inc.",14396000000,USD,9.342245176970990,12148000000,USD,2590000000,USD,1896000000,USD,2823000000,USD,8.8604,USD,11.941580756013800
